Respondent ID,Collector ID,Start Date,End Date,freq_use,role,training_instructor_led,training_web_based,training_read,no_training,training_effectiveness,explain_training_effectiveness,support_Gnet,support_inapplication,support_ref_doc,support_SOP,support_contacted,support_IT,explain_support,complete_without_help,explain_complete_without_help,easy_access_documents,explain_easy_access_documents,satisfaction,explain_satisfaction,Gvault_efficiency,explain_Gvault_efficiency,Gvault_improved,explain_Gvault_improved,functional_area,explain_functional_area,office_location,explain_office_location,job_level,explain_job_level,time_worked_Glead
11136488317,249459562,2019-11-12 02:58:08,2019-11-12 03:00:02,At least once a week,Reviewer / Approver,Instructor Led,Web/Computer Based,Read & Understood of Procedural Document(s),,Effective,IL training was good but can never replace on the job training and getting use to the system,,In-Application (GVault),"Reference Document (User Manual, Reference Guide, Training Material, etc)",,Contacted my Document Control or Training Group,,,Most of the time,,Yes,,Very Satisfied,,Increased,,Yes,,Pharmaceutical Development and Manufacturing (PDM),,Cork/Dublin,,Director,,>7 Years
11136484817,249459562,2019-11-12 02:01:45,2019-11-12 02:58:39,At least once a week,Consumer - Read Only,,,Read & Understood of Procedural Document(s),,Not effective enough,Training was insufficient to enable effective navigation and use of the QMS within GVault,,,,,,,Spoken to other users,Some of the time,The visibility and use of the QMS within GVault is the worst I have experienced in 20 years of Quality Management experience!,No,Navigation is very hit and miss! The QMS should be indexed and very visible and easy to navigate for all Gilead users. The system may be GXP compliant but it is a major step backwards in ensuring that the QMS is always easily accessible and readable! Other companies are at least 10 year ahead of Gilead with this!!,Very Unsatisfied,,Decreased,,No,"GVault functionality makes it very difficult to find specific documents, even when filtering and search criteria are used. With respect to the visibility of the QMS it's a disaster!",Pharmaceutical Development and Manufacturing (PDM),,Foster City,,Director,,5-7 years
11136479201,249459562,2019-11-12 02:53:01,2019-11-12 02:55:31,At least once a week,Consumer - Read Only,Instructor Led,,,,Very effective,,,,,SOPs and Work Instructions,,,,Most of the time,,Yes,,Satisfied,,No noticeable difference,,Yes,,Commercial,,Cork/Dublin,,Individual Contributor,,>7 Years
11136424012,249459562,2019-11-12 02:24:07,2019-11-12 02:26:18,Daily,Owner / Author,Instructor Led,,,,Effective,,,,,SOPs and Work Instructions,,,,Most of the time,,Yes,,Satisfied,,Decreased,,Yes,,Pharmaceutical Development and Manufacturing (PDM),,Cork/Dublin,,Manager / Group Leader,,>7 Years
11136381461,249459562,2019-11-12 01:58:55,2019-11-12 02:01:59,Daily,Document Steward for a functional area,Instructor Led,Web/Computer Based,Read & Understood of Procedural Document(s),,Effective,Perhaps more practice on our computers would have been effective like for SIMS.,,In-Application (GVault),"Reference Document (User Manual, Reference Guide, Training Material, etc)",,Contacted my Document Control or Training Group,,,Most of the time,,Yes,Impressive improvement compared to Gdoc.,Satisfied,Need to have more experience to have a full idea of the system.,Increased,,Yes,,Research and Development (R&D),,Other (please specify),Boulogne France,Director,,>7 Years
11136381299,249459562,2019-11-12 01:58:59,2019-11-12 02:02:00,Daily,Consumer - Read Only,Instructor Led,Web/Computer Based,Read & Understood of Procedural Document(s),,Very effective,I have a good understanding of the system,,In-Application (GVault),"Reference Document (User Manual, Reference Guide, Training Material, etc)",SOPs and Work Instructions,,,,All the time,,Yes,,Very Satisfied,,Increased,,Yes,Its easier and faster,Other (please specify),Packaging,Cork/Dublin,,Individual Contributor,,3-4 years
11136376219,249459562,2019-11-12 00:26:08,2019-11-12 01:58:48,At least once a week,Consumer - Read Only,,Web/Computer Based,,,Effective,,,,,,,,i didnt use any support,Most of the time,,Yes,,Satisfied,,Increased,,Yes,"more user-friendly, more modern look",Research and Development (R&D),,Other (please specify),"Dubai, united arab emirates",Individual Contributor,,1 to 2 years
11136334889,249459562,2019-11-12 01:25:29,2019-11-12 01:33:26,Daily,Reviewer / Approver,Instructor Led,Web/Computer Based,Read & Understood of Procedural Document(s),,Effective,,,In-Application (GVault),"Reference Document (User Manual, Reference Guide, Training Material, etc)",SOPs and Work Instructions,Contacted my Document Control or Training Group,,,Most of the time,,No,"legacy numbers do not always apply, domains are often blank, the new numbers have no sequential logic, searching is hit and miss",Slightly Unsatisfied,"it takes too long to find a document, even with favorites and saved searches",Decreased,used to be able to find,No,"no logic numbering, cannot easily search on a group of procedures, all PDM/GMP multiplicity of procedures mixed in.  Needs to be clearer separation of functional area procedures.",Research and Development (R&D),,Cambridge,,Manager / Group Leader,,>7 Years
11136334465,249459562,2019-11-12 01:25:12,2019-11-12 01:33:17,At least once a week,Consumer - Read Only,,Web/Computer Based,Read & Understood of Procedural Document(s),,Not effective enough,Not clear what the full functionality is for looking up SOPs and Work Practices etc,,,,SOPs and Work Instructions,,IT Support / SPARC,,All the time,,No,With change to the old SOP numbers it was hard to identify the new ones when they come out.,Slightly Unsatisfied,See reasons above for searching for SOPs. This was quite frustrating when trying to find SOPs when they got renumbered.,Decreased,Again for reason above in trying to track down what the new numbers of SOPs etc are,No,Do not really use the full features so not really apparent if GVault has better features than GDocs. Having to get our CV into GVault was painful in that you have to approve your Job Description and CV yourself in the system which seemed rather an unnecessary step considering we were inserting these ourselves.,Research and Development (R&D),,Stockley Park,,Manager / Group Leader,,>7 Years
11136306328,249459562,2019-11-12 01:16:24,2019-11-12 01:18:08,Daily,Consumer - Read Only,Instructor Led,Web/Computer Based,Read & Understood of Procedural Document(s),,Effective,,GNet,,,,,,,Most of the time,,Yes,,Satisfied,,Increased,,Yes,,Facilities and Operations,,San Dimas/La Verne,,Individual Contributor,,3-4 years
11136296622,249459562,2019-11-12 01:04:38,2019-11-12 01:12:42,Daily,Reviewer / Approver,Instructor Led,,Read & Understood of Procedural Document(s),,Effective,,,In-Application (GVault),,,,,,Most of the time,,Yes,,Very Satisfied,,Increased,,Yes,"I can find documents more easily, and I like very much that other associated documents (forms, other SOPs) are linked under references and can be easily retrieved (this is not set up consistently for all documents, but it would be great if this could be done).",Research and Development (R&D),,Other (please specify),German Affiliate,Individual Contributor,,3-4 years
11136284836,249459562,2019-11-12 01:00:07,2019-11-12 01:05:25,At least once a week,Owner / Author,Instructor Led,,Read & Understood of Procedural Document(s),,Not effective enough,The training was effective but when you begin to work you find problems,,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",,Contacted my Document Control or Training Group,,,Never,I have always to ask for support. The whole process is not clear specified in the training materials,Yes,,Slightly Unsatisfied,"The process for creation, review or obsoletion of a process is  complicated",Increased,,Yes,,Research and Development (R&D),,Other (please specify),Affiliate,Manager / Group Leader,,>7 Years
11136277559,249459562,2019-11-12 00:57:44,2019-11-12 01:00:55,At least once a week,Consumer - Read Only,,,,I did not take training,I did not take training,,GNet,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",SOPs and Work Instructions,,,,Most of the time,,Yes,,Satisfied,,No noticeable difference,,No,,Research and Development (R&D),,Stockley Park,,Individual Contributor,,5-7 years
11136273124,249459562,2019-11-12 00:56:51,2019-11-12 00:58:17,At least once a month,Consumer - Read Only,,,,I did not take training,I did not take training,,,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",,Contacted my Document Control or Training Group,,,Most of the time,,Yes,,Satisfied,,No noticeable difference,,Yes,,Research and Development (R&D),,Cambridge,,Individual Contributor,,3-4 years
11136269437,249459562,2019-11-12 00:53:35,2019-11-12 00:56:14,At least once a week,Reviewer / Approver,Instructor Led,,,,Effective,,,,,,Contacted my Document Control or Training Group,,,Most of the time,,No,,Satisfied,,Increased,,Yes,,Research and Development (R&D),,Other (please specify),France,Director,,>7 Years
11136247104,249459562,2019-11-12 00:35:28,2019-11-12 00:42:47,Daily,Reviewer / Approver,Instructor Led,,,,Very effective,,,,,SOPs and Work Instructions,Contacted my Document Control or Training Group,,,All the time,,No,"If you are searching in the steady state and click on the top to search for another document, it sometimes reverts back to ""all documents"". You have to click steady state before each search. The layout of the page also keeps defaulting back to a different layout even though I have changed it.",Slightly Unsatisfied,"We have had numerous cases of people using a document that is not in the effective or approved state, there should be a separate repository for approved and effective documents only.",No noticeable difference,,Yes,,Pharmaceutical Development and Manufacturing (PDM),,Cork/Dublin,,Individual Contributor,,>7 Years
11136233886,249459562,2019-11-12 00:30:28,2019-11-12 00:33:53,At least once a week,Consumer - Read Only,Instructor Led,,,,Effective,,GNet,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",,Contacted my Document Control or Training Group,,,Most of the time,,Yes,"I can almost always find what I need, I just still have some way to go before I feel like I can find what I need quickly and reliably. But I'm sure I'll get there!",Very Satisfied,,Increased,,Yes,,Research and Development (R&D),,Cambridge,,Individual Contributor,,>7 Years
11136225801,249459562,2019-11-12 00:26:30,2019-11-12 00:28:24,Daily,Reviewer / Approver,Instructor Led,,,,Effective,,,,,SOPs and Work Instructions,Contacted my Document Control or Training Group,,,Most of the time,,Yes,,Satisfied,,No noticeable difference,,Yes,,Pharmaceutical Development and Manufacturing (PDM),,Cork/Dublin,,Manager / Group Leader,,>7 Years
11136202016,249459562,2019-11-12 00:08:29,2019-11-12 00:12:34,At least once a week,Consumer - Read Only,,Web/Computer Based,,,Effective,,GNet,,,,,,,Some of the time,,Yes,,Satisfied,,Increased,,Yes,,Research and Development (R&D),,Other (please specify),Tokyo,Director,,3-4 years
11136197243,249459562,2019-11-12 00:05:15,2019-11-12 00:08:30,Daily,Owner / Author,Instructor Led,Web/Computer Based,Read & Understood of Procedural Document(s),,Effective,,,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",,,,"I have been a user of the eTMF for some time, so the navigation within GVault is easier for me",All the time,,No,"It would be nice if you could switch your initial view to show the library instead of your tasks, because if you do not switch over to library you sometimes wonder why you can't find the document",Satisfied,,Increased,,Yes,,Research and Development (R&D),,Other (please specify),Vienna,Manager / Group Leader,,1 to 2 years
11136179947,249459562,2019-11-11 23:52:39,2019-11-11 23:56:39,At least once a month,Consumer - Read Only,Instructor Led,,,,Not effective enough,,,,,,,,contacted peers,Most of the time,,No,,Satisfied,,,,,,Research and Development (R&D),,Other (please specify),Switzerland,Individual Contributor,,>7 Years
11136166987,249459562,2019-11-11 23:37:31,2019-11-11 23:49:06,Daily,Reviewer / Approver,Instructor Led,,Read & Understood of Procedural Document(s),,Very effective,,,,,,Contacted my Document Control or Training Group,,,Most of the time,,Yes,,Satisfied,,Increased,,Yes,,Other (please specify),Quality,Cork/Dublin,,Individual Contributor,,1 to 2 years
11136162644,249459562,2019-11-11 23:41:48,2019-11-11 23:44:18,Less than once a month,Owner / Author,Instructor Led,,,,Effective,,,,,,Contacted my Document Control or Training Group,,,Some of the time,,Yes,,Satisfied,,Increased,,Yes,,Pharmaceutical Development and Manufacturing (PDM),,Cork/Dublin,,Manager / Group Leader,,1 to 2 years
11136151684,249459562,2019-11-11 23:31:24,2019-11-11 23:34:52,At least once a week,Reviewer / Approver,,Web/Computer Based,Read & Understood of Procedural Document(s),,Effective,,,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",SOPs and Work Instructions,,,,Most of the time,,Yes,,Satisfied,,Increased,,,,Other (please specify),Regulatory Affairs,Other (please specify),Vienna,Individual Contributor,,1 to 2 years
11136138909,249459562,2019-11-11 23:18:31,2019-11-11 23:24:57,At least once a week,Reviewer / Approver,Instructor Led,,,,Effective,,GNet,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",,Contacted my Document Control or Training Group,,,Most of the time,,No,"Some documents like site specific document related to the products for Japan market is restricted for affiliate, but we have to see them for your work. Additionally, it is hard to find the document if we do free word search. Too much documents are returned.",Slightly Unsatisfied,due to difficulty to search the document.,No noticeable difference,,No,,Other (please specify),Japan affiliate,Other (please specify),Japan,Manager / Group Leader,,5-7 years
11136088830,249459562,2019-11-11 22:39:38,2019-11-11 22:43:34,At least once a week,Consumer - Read Only,,,,I did not take training,I did not take training,,GNet,,,,,,,Most of the time,,No,"Some documents for which I do not know the old document number, I do not know how to look for them in GVault.",Satisfied,,Increased,,,,Research and Development (R&D),,Foster City,,Manager / Group Leader,,3-4 years
11136067278,249459562,2019-11-11 22:16:05,2019-11-11 22:24:54,At least once a week,Consumer - Read Only,,Web/Computer Based,,,Effective,,,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",SOPs and Work Instructions,,,,Some of the time,,No,,Slightly Unsatisfied,,Decreased,,No,,Research and Development (R&D),,Foster City,,Executive Leadership,,>7 Years
11136048931,249459562,2019-11-11 22:06:00,2019-11-11 22:08:50,Daily,Reviewer / Approver,,Web/Computer Based,,,Effective,,,,,,Contacted my Document Control or Training Group,,,Most of the time,,No,not as easy as it was stated,Satisfied,,Increased,,Yes,,Pharmaceutical Development and Manufacturing (PDM),,Foster City,,Manager / Group Leader,,3-4 years
11136032376,249459562,2019-11-11 21:50:12,2019-11-11 21:53:57,Daily,Not Sure,Instructor Led,,Read & Understood of Procedural Document(s),,Effective,,,,,,,,,Most of the time,,No,,Satisfied,,Decreased,,Yes,,Research and Development (R&D),,Foster City,,Director,,3-4 years
11136009473,249459562,2019-11-11 21:30:46,2019-11-11 21:33:54,Daily,Reviewer / Approver,Instructor Led,Web/Computer Based,Read & Understood of Procedural Document(s),,Very effective,,,,,,,IT Support / SPARC,,All the time,,Yes,,Satisfied,,Increased,,Yes,,Pharmaceutical Development and Manufacturing (PDM),,Foster City,,Individual Contributor,,3-4 years
11136005324,249459562,2019-11-11 21:25:24,2019-11-11 21:30:19,Less than once a month,Document Steward for a functional area,Instructor Led,Web/Computer Based,Read & Understood of Procedural Document(s),,Effective,,,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",SOPs and Work Instructions,,,,Most of the time,,No,,Slightly Unsatisfied,,Increased,,Yes,,Research and Development (R&D),,Seattle,,Individual Contributor,,3-4 years
11135990508,249459562,2019-11-11 21:14:31,2019-11-11 21:17:03,Daily,Reviewer / Approver,Instructor Led,Web/Computer Based,Read & Understood of Procedural Document(s),,Effective,,,,,,,,Email tips from Doc Control,Most of the time,,Yes,,Satisfied,,Increased,,Yes,,Commercial,,San Dimas/La Verne,,Manager / Group Leader,,>7 Years
11135973914,249459562,2019-11-11 20:50:27,2019-11-11 21:02:54,At least once a month,Reviewer / Approver,,Web/Computer Based,Read & Understood of Procedural Document(s),,Very effective,n experienced professional I felt training was appropriate & balanced,,,,,Contacted my Document Control or Training Group,,Through my Doc Steward,Most of the time,,Yes,Only issue is that too many irrelevant documents show up first e.g Training/validation records,Very Satisfied,,Increased,Leagues away from GDOCS.,Yes,As above,Pharmaceutical Development and Manufacturing (PDM),,Foster City,,Director,,3-4 years
11135961769,249459562,2019-11-11 20:47:50,2019-11-11 20:53:18,At least once a week,Owner / Author,Instructor Led,,,,Effective,,,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",,Contacted my Document Control or Training Group,,Asked directly QDTA team (and it was very helpful).,Most of the time,,Yes,,Very Satisfied,,Increased,,Yes,,Research and Development (R&D),,Other (please specify),Tokyo,Manager / Group Leader,,Less than a year
11135951966,249459562,2019-11-11 20:06:58,2019-11-11 20:45:01,Daily,Owner / Author,Instructor Led,,Read & Understood of Procedural Document(s),,Very effective,,GNet,In-Application (GVault),,SOPs and Work Instructions,,,,Most of the time,,Yes,,Very Satisfied,"I vote for Veeva for next generation QMS (Quality Suite, RIM)",No noticeable difference,I have not used GDocs. I am a new hire.,Yes,Veeva is industry leader,Pharmaceutical Development and Manufacturing (PDM),,Foster City,,Manager / Group Leader,,Less than a year
11135942975,249459562,2019-11-11 20:34:42,2019-11-11 20:37:44,At least once a week,Reviewer / Approver,,,Read & Understood of Procedural Document(s),,Not effective enough,,,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",,,,,Some of the time,,No,,Slightly Unsatisfied,,No noticeable difference,,No,,Commercial,,San Dimas/La Verne,,Manager / Group Leader,,>7 Years
11135880469,249459562,2019-11-11 19:41:41,2019-11-11 19:52:09,At least once a week,Consumer - Read Only,,,Read & Understood of Procedural Document(s),,Effective,,GNet,In-Application (GVault),"Reference Document (User Manual, Reference Guide, Training Material, etc)",,,,,Some of the time,,No,,Satisfied,"It seems like everything is more complicated and takes more steps.  I'm sure some of it is an adjustment, but it still seems difficult to find documents, particularly historical documents.  It would be helpful to have a list of SOPs/WRKs. I also find it confusing to receive training emails from the old system and then the only way for the documents to open correctly to complete my training is if I first open GVault, then click the link in the old training system - this seems extremely inefficient..",No noticeable difference,See response to #8,Yes,"The system seems better overall, bu there are still too many extra steps to get training completed and to find a list of my training and relevant SOPs/WRKs.  The search funcitonalisty seems to work better than GDocs",Research and Development (R&D),,Foster City,,Director,,>7 Years
11135866106,249459562,2019-11-11 19:31:34,2019-11-11 19:42:12,Daily,Owner / Author,Instructor Led,Web/Computer Based,Read & Understood of Procedural Document(s),,Not effective enough,"Training focused on the system but there was not a lot of clear guidance on how the business process was supposed to be executed after go-live. My documents continue to be rejected by PDM Document Control for non-value added reasons. I wish the project looked at how to improve the business process to ensure we receive better support from our document coordinators.    Additionally, I have access to GVault Partner Collaboration so it would be great to consolidate some of the basic user training across all the Vault platforms.",GNet,,,SOPs and Work Instructions,,,My document steward is awesome.,Most of the time,,Yes,Documents are easy to search for if you know how to search using keywords and enabling different views in GVault.,Very Satisfied,GVault is much better than GDocs.,Increased,"I appreciate the ability to manage my own documents from review to Document Control pre-approval. I also like routing DTA documents on my own without document control intervention. Overall, the project team did an excellent job.",Yes,"GVault is more user friendly and I like that I'm able to view documents in workflows to check their status, regardless of whether I'm the person who started the workflow or not.",Pharmaceutical Development and Manufacturing (PDM),,Foster City,,Manager / Group Leader,,>7 Years
11135830201,249459562,2019-11-11 19:16:42,2019-11-11 19:19:12,Daily,Owner / Author,,Web/Computer Based,Read & Understood of Procedural Document(s),,Effective,,GNet,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",SOPs and Work Instructions,Contacted my Document Control or Training Group,,,All the time,,Yes,,Satisfied,,Increased,,Yes,,Pharmaceutical Development and Manufacturing (PDM),,Foster City,,Individual Contributor,,5-7 years
11135800054,249459562,2019-11-11 18:56:52,2019-11-11 19:00:57,At least once a week,Reviewer / Approver,Instructor Led,,,,Very effective,,GNet,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",SOPs and Work Instructions,Contacted my Document Control or Training Group,,,All the time,,Yes,,Very Satisfied,,Increased,,Yes,,Pharmaceutical Development and Manufacturing (PDM),,Alberta,,Manager / Group Leader,,>7 Years
11135745739,249459562,2019-11-11 18:23:04,2019-11-11 18:28:23,At least once a month,Consumer - Read Only,,Web/Computer Based,Read & Understood of Procedural Document(s),,Effective,,,,,,,IT Support / SPARC,,Most of the time,,Yes,Never searched for any documents in GVault. But it is easy to login into GVault and get access to the required SOP trainings.,Satisfied,,No noticeable difference,,Yes,File names are more informative as they reflect the SOP ID and the title.,Research and Development (R&D),,Foster City,,Director,,>7 Years
11135738425,249459562,2019-11-11 18:20:20,2019-11-11 18:24:59,Daily,Owner / Author,,Web/Computer Based,,,Effective,,,,,,,IT Support / SPARC,,Most of the time,,No,so many document searched out even I fill in specific words,Satisfied,,Increased,"However, the working flow still take long time especial for remote site due to time difference.",Yes,,Pharmaceutical Development and Manufacturing (PDM),,Other (please specify),China,Individual Contributor,,3-4 years
11135723415,249459562,2019-11-11 18:09:33,2019-11-11 18:16:04,At least once a week,Consumer - Read Only,,,Read & Understood of Procedural Document(s),,Effective,it served the purpose by reading the procedural document as long the author wrote/draft the document in more useful ways.,GNet,,,SOPs and Work Instructions,,,,Most of the time,,No,it displayed too many irrelevant results.   it is not obvious for the export/save function.,Slightly Unsatisfied,,Decreased,,No,,Research and Development (R&D),,Other (please specify),apac region,Individual Contributor,,Less than a year
11135677942,249459562,2019-11-11 17:37:56,2019-11-11 17:50:08,Daily,Reviewer / Approver,Instructor Led,Web/Computer Based,Read & Understood of Procedural Document(s),,Effective,"I think that the training was as good as it could be. With the scope of the usage, it's hard to cover so much in the training and have people remember all of it",,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",SOPs and Work Instructions,Contacted my Document Control or Training Group,,,Most of the time,More proficient now but initially difficult to remember all of the things covered in training,Yes,"This is something that was very difficult in the beginning, now I have learned how to use the search function and filters better I can generally find things easily. I know that a lot of people at AB site don't use the filters, I think that a follow-up training on searching now that everyone is more familiar with general use would be helpful.",Satisfied,There is always a difficult period when transitioning to new systems but I think overall it works well,Increased,I think it's overall easier/more intuitive to navigate the document workflows. It takes longer to download documents so I tend to view then in Gvault.,Yes,Being able to view previous versions as a non-doc steward is helpful. It's easier to control the workflow of the document without needing to involve too many people.,Pharmaceutical Development and Manufacturing (PDM),,Alberta,,Manager / Group Leader,,1 to 2 years
11135677130,249459562,2019-11-11 17:34:31,2019-11-11 17:49:30,At least once a week,Owner / Author,,Web/Computer Based,Read & Understood of Procedural Document(s),,Not effective enough,"In general, read and search are okay, however, I find it challenging to raise DCC and route it correctly. The internal process is not so clear on when additional approval is required and whether we need to Email to the RCDoc Control team after DCC is raised in system.",GNet,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",,Contacted my Document Control or Training Group,,,Some of the time,"The login page sometimes required colleagues to input the login name as 'xxx@gvault.gilead.com' instead of automatic SSO. For infrequent users, it would be inconvenient as they would not remember this specific requirement of adding 'gvault' in their email address.",No,The previous GDocs document number format was indicative of the SOP content - e.g. RA / Clinical / Affiliate. However the current format is only document type + a serial number and it is difficult to to recall / search. It is particularly difficult if there are more than 1 SOP with the same title (especially for affiliate SOPs) and we need to open each search result to find out if it is the one we are looking for.,Satisfied,,Decreased,,Yes,The platform is more user friendly.,Research and Development (R&D),,Other (please specify),Hong Kong,Manager / Group Leader,,>7 Years
11135674700,249459562,2019-11-11 17:31:13,2019-11-11 17:48:25,Daily,Reviewer / Approver,,Web/Computer Based,,,Effective,I am able to perform my task as required.,,,,,,,On the job by navigating and also thru the help of other folks that more frequent users of GVault.,Most of the time,Because the system is relatively new finding reference documents is challenging that on rare occasions I would need help.,No,If the person requiring review/approval of the document send the email and specifies the document # it is easy.  But GVault does not always show all documents in your queue that requires an action.,Slightly Unsatisfied,Its difficult to find stuff in GVault if you don't know the document number.  Even doing filter search is challenging.,Decreased,"If people don't remind me and provide me the document #, I would not know what they need.  GVault sends a lot of reminders even those that do not require my attention.",No,When it applies to what I do-- not really.  Because it is very difficult to find documents.,Commercial,,Foster City,,Other (please specify),Associate Director,5-7 years
11135617651,249459562,2019-11-11 17:14:11,2019-11-11 17:17:33,Daily,Reviewer / Approver,Instructor Led,,,,Effective,,,,,,Contacted my Document Control or Training Group,,,Most of the time,,No,If the new gVault number is or title is not known it's a challenge.  Legacy document numbers do not work (but i'd prefer that they did).,Satisfied,,Increased,,Yes,,Pharmaceutical Development and Manufacturing (PDM),,Oceanside,,Manager / Group Leader,,>7 Years
11135615824,249459562,2019-11-11 17:13:39,2019-11-11 17:16:43,At least once a week,Reviewer / Approver,Instructor Led,,,,Effective,,,,,,,,I haven't looked for it.,Most of the time,,No,,Very Unsatisfied,"I find the system burdensome. Haven't to check out a document to make edits and then check it back in. Also, if someone forgets to check it back in, then other can't work in it. This makes it harder to use than the old system.",Decreased,I have to spend more time in GVault to do the same things I did in GDocs.,No,"While it might have improved features for some users, I find it more cumbersome to use.",Pharmaceutical Development and Manufacturing (PDM),,Foster City,,Other (please specify),n/a,>7 Years
11135605997,249459562,2019-11-11 17:06:22,2019-11-11 17:11:13,At least once a week,Reviewer / Approver,Instructor Led,Web/Computer Based,Read & Understood of Procedural Document(s),,Effective,,GNet,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",SOPs and Work Instructions,Contacted my Document Control or Training Group,,,Most of the time,,No,"I find it confusing when I search for a legacy doc number and all these docs come up, mostly ""training docs"" why does it have to give those? Why can't it bring up the new doc with that old legacy number FIRST!?",Satisfied,,No noticeable difference,,Yes,I like that you can have favorites or keep your searches instead of having to type in every time the same search info!,Pharmaceutical Development and Manufacturing (PDM),,Foster City,,Individual Contributor,,>7 Years
11135590259,249459562,2019-11-11 17:00:23,2019-11-11 17:03:06,Daily,Owner / Author,,Web/Computer Based,Read & Understood of Procedural Document(s),,Very effective,,,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",SOPs and Work Instructions,,,,All the time,,Yes,,Very Satisfied,,Increased,,Yes,"Document searches using metadata without ""smart"" document numbering takes some getting used to.",Pharmaceutical Development and Manufacturing (PDM),,Foster City,,Director,,>7 Years
11135587311,249459562,2019-11-11 16:57:25,2019-11-11 17:01:56,At least once a week,Reviewer / Approver,,Web/Computer Based,Read & Understood of Procedural Document(s),,Not effective enough,"1.  Still confusing, slightly different steps depending on document.  Logging in with ID separate from Gilead ID is a Pain to remember and long to type.",,,,,,,Most helpful are stepwise instructions from document manager when review is needed.,Most of the time,Just cumbersome and may take some extra clicking.,No,N/A,Slightly Unsatisfied,See above,Decreased,,No,,Research and Development (R&D),,Foster City,,Director,,5-7 years
11135579062,249459562,2019-11-11 16:55:38,2019-11-11 16:57:13,At least once a week,Consumer - Read Only,Instructor Led,Web/Computer Based,Read & Understood of Procedural Document(s),,Very effective,,GNet,,,,,,,Most of the time,,Yes,,Very Satisfied,,Increased,,Yes,"Better search capabilities, better layout, better display of metadata.",Pharmaceutical Development and Manufacturing (PDM),,Foster City,,Individual Contributor,,3-4 years
11135578753,249459562,2019-11-11 16:54:13,2019-11-11 16:57:21,Less than once a month,Consumer - Read Only,,,Read & Understood of Procedural Document(s),,Effective,,GNet,,,,,,,Never,,No,,Satisfied,,No noticeable difference,,Yes,,Pharmaceutical Development and Manufacturing (PDM),,Foster City,,Individual Contributor,,3-4 years
11135566395,249459562,2019-11-11 16:38:34,2019-11-11 16:51:16,Daily,Reviewer / Approver,Instructor Led,,,,Effective,,,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",,,,,All the time,,Yes,,Satisfied,,Increased,,Yes,,Pharmaceutical Development and Manufacturing (PDM),,Foster City,,Director,,>7 Years
11135565559,249459562,2019-11-11 16:42:30,2019-11-11 16:51:54,At least once a week,Owner / Author,Instructor Led,Web/Computer Based,,,Effective,,GNet,In-Application (GVault),"Reference Document (User Manual, Reference Guide, Training Material, etc)",SOPs and Work Instructions,Contacted my Document Control or Training Group,,,Some of the time,,Yes,It met my needs. But I know some people are struggling on daily basis.,Satisfied,,Increased,,Yes,"Absolutely. However transition takes place slowly, due to the fact that most of the people are so brain-washed by the legacy document name(s).",Pharmaceutical Development and Manufacturing (PDM),,Foster City,,Individual Contributor,,>7 Years
11135563361,249459562,2019-11-11 16:45:00,2019-11-11 16:49:38,Less than once a month,Not Sure,,,,I did not take training,I did not take training,,,,,,,,Asked co-workers that uses GVault daily.,Some of the time,"My answer is ""some of the time"" because I do not use GVault very often so I forget.",Yes,Yes -,Very Satisfied,,Increased,,Yes,I've used the simple search for a document number and it was fast and easy to find the document,Other (please specify),support role,Foster City,,Individual Contributor,,>7 Years
11135561600,249459562,2019-11-11 16:45:18,2019-11-11 16:48:01,Daily,Document Control Group Member,Instructor Led,,,,Effective,,GNet,In-Application (GVault),"Reference Document (User Manual, Reference Guide, Training Material, etc)",SOPs and Work Instructions,,IT Support / SPARC,,All the time,,Yes,"Most of the time, it's easy enough.  But, if you don't know the exact title, it's sometimes hard to find the document you want.",Satisfied,,Increased,,Yes,,Pharmaceutical Development and Manufacturing (PDM),,San Dimas/La Verne,,Individual Contributor,,>7 Years
11135556503,249459562,2019-11-11 16:43:57,2019-11-11 16:45:20,Daily,Consumer - Read Only,Instructor Led,Web/Computer Based,Read & Understood of Procedural Document(s),,Effective,,,,,,Contacted my Document Control or Training Group,,,Most of the time,,No,,Slightly Unsatisfied,,Decreased,,No,,Pharmaceutical Development and Manufacturing (PDM),,San Dimas/La Verne,,Individual Contributor,,3-4 years
