Measure,Measure_type,Ethnicity,Ethnicity_type,Time,Time_Type,Region,Age,Age_Type,Sex,Value,Confidence_interval,Numerator,Denominator,Sample_size
Employed,Percentage of individuals employed,Indian,Detailed,2015,year,East Midlands,50-64,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Indian,Detailed,2015,year,East of England,50-64,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Indian,Detailed,2015,year,London,50-64,16-64,Men,77,10.8,33300,43200,145
Employed,Percentage of individuals employed,Indian,Detailed,2015,year,North East,50-64,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Indian,Detailed,2015,year,North West,50-64,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Indian,Detailed,2015,year,Scotland,50-64,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Indian,Detailed,2015,year,South East,50-64,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Indian,Detailed,2015,year,South West,50-64,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Indian,Detailed,2015,year,Wales,50-64,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Indian,Detailed,2015,year,West Midlands,50-64,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Indian,Detailed,2015,year,Yorkshire and The Humber,50-64,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Indian,Detailed,2015,year,All,50-64,16-64,Women,55.4,6.9,60700,109500,500
Employed,Percentage of individuals employed,Indian,Detailed,2015,year,East Midlands,50-64,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Indian,Detailed,2015,year,East of England,50-64,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Indian,Detailed,2015,year,London,50-64,16-64,Women,49.5,12.4,22100,44600,155
Employed,Percentage of individuals employed,Indian,Detailed,2015,year,North East,50-64,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Indian,Detailed,2015,year,North West,50-64,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Indian,Detailed,2015,year,Scotland,50-64,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Indian,Detailed,2015,year,South East,50-64,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Indian,Detailed,2015,year,South West,50-64,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Indian,Detailed,2015,year,Wales,50-64,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Indian,Detailed,2015,year,West Midlands,50-64,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Indian,Detailed,2015,year,Yorkshire and The Humber,50-64,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Indian,Detailed,2015,year,All,All,16-64,All,71.2,2.1,798500,1121300,4450
Employed,Percentage of individuals employed,Indian,Detailed,2015,year,East Midlands,All,16-64,All,66.7,6.5,79400,118900,509
Employed,Percentage of individuals employed,Indian,Detailed,2015,year,East of England,All,16-64,All,82.4,7.5,58800,71300,250
Employed,Percentage of individuals employed,Indian,Detailed,2015,year,London,All,16-64,All,73.7,3.8,322200,437400,1276
Employed,Percentage of individuals employed,Indian,Detailed,2015,year,North East,All,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Indian,Detailed,2015,year,North West,All,16-64,All,61.9,7,49300,79600,467
Employed,Percentage of individuals employed,Indian,Detailed,2015,year,Scotland,All,16-64,All,79.4,11.4,19800,24900,120
Employed,Percentage of individuals employed,Indian,Detailed,2015,year,South East,All,16-64,All,76,5.2,89900,118200,643
Employed,Percentage of individuals employed,Indian,Detailed,2015,year,South West,All,16-64,All,79.7,10,26800,33600,155
Employed,Percentage of individuals employed,Indian,Detailed,2015,year,Wales,All,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Indian,Detailed,2015,year,West Midlands,All,16-64,All,63.4,5.7,106200,167600,685
Employed,Percentage of individuals employed,Indian,Detailed,2015,year,Yorkshire and The Humber,All,16-64,All,66.2,11.5,30200,45600,161
Employed,Percentage of individuals employed,Indian,Detailed,2015,year,All,All,16-64,Men,79.6,2.7,463300,582100,2187
Employed,Percentage of individuals employed,Indian,Detailed,2015,year,East Midlands,All,16-64,Men,74.8,8.7,43200,57700,238
Employed,Percentage of individuals employed,Indian,Detailed,2015,year,East of England,All,16-64,Men,89,8.6,33600,37800,126
Employed,Percentage of individuals employed,Indian,Detailed,2015,year,London,All,16-64,Men,81.8,4.8,186200,227500,619
Employed,Percentage of individuals employed,Indian,Detailed,2015,year,North East,All,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Indian,Detailed,2015,year,North West,All,16-64,Men,74.1,8.9,29700,40100,230
Employed,Percentage of individuals employed,Indian,Detailed,2015,year,Scotland,All,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Indian,Detailed,2015,year,South East,All,16-64,Men,85.2,6,53900,63300,331
Employed,Percentage of individuals employed,Indian,Detailed,2015,year,South West,All,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Indian,Detailed,2015,year,Wales,All,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Indian,Detailed,2015,year,West Midlands,All,16-64,Men,70,7.8,60200,86000,328
Employed,Percentage of individuals employed,Indian,Detailed,2015,year,Yorkshire and The Humber,All,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Indian,Detailed,2015,year,All,All,16-64,Women,62.2,3.2,335300,539300,2263
Employed,Percentage of individuals employed,Indian,Detailed,2015,year,East Midlands,All,16-64,Women,59.1,9.2,36200,61200,271
Employed,Percentage of individuals employed,Indian,Detailed,2015,year,East of England,All,16-64,Women,75,12,25200,33600,124
Employed,Percentage of individuals employed,Indian,Detailed,2015,year,London,All,16-64,Women,64.8,5.8,136100,209900,657
Employed,Percentage of individuals employed,Indian,Detailed,2015,year,North East,All,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Indian,Detailed,2015,year,North West,All,16-64,Women,49.6,10.1,19600,39500,237
Employed,Percentage of individuals employed,Indian,Detailed,2015,year,Scotland,All,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Indian,Detailed,2015,year,South East,All,16-64,Women,65.4,8.3,36000,55000,312
Employed,Percentage of individuals employed,Indian,Detailed,2015,year,South West,All,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Indian,Detailed,2015,year,Wales,All,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Indian,Detailed,2015,year,West Midlands,All,16-64,Women,56.4,8.1,46000,81600,357
Employed,Percentage of individuals employed,Indian,Detailed,2015,year,Yorkshire and The Humber,All,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,All,16-24,16-64,All,41.9,6.4,71400,170400,579
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,East Midlands,16-24,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,East of England,16-24,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,London,16-24,16-64,All,33.8,12.7,16700,49400,134
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,North East,16-24,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,North West,16-24,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,Scotland,16-24,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,South East,16-24,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,South West,16-24,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,Wales,16-24,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,West Midlands,16-24,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,Yorkshire and The Humber,16-24,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,All,16-24,16-64,Men,43.7,9.3,34100,78100,273
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,East Midlands,16-24,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,East of England,16-24,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,London,16-24,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,North East,16-24,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,North West,16-24,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,Scotland,16-24,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,South East,16-24,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,South West,16-24,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,Wales,16-24,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,West Midlands,16-24,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,Yorkshire and The Humber,16-24,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,All,16-24,16-64,Women,40.4,8.7,37300,92200,306
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,East Midlands,16-24,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,East of England,16-24,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,London,16-24,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,North East,16-24,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,North West,16-24,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,Scotland,16-24,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,South East,16-24,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,South West,16-24,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,Wales,16-24,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,West Midlands,16-24,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,Yorkshire and The Humber,16-24,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,All,25-49,16-64,All,79.3,4.2,192200,242300,903
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,East Midlands,25-49,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,East of England,25-49,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,London,25-49,16-64,All,77.9,8.1,68600,88100,251
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,North East,25-49,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,North West,25-49,16-64,All,73.6,13.5,13900,18900,102
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,Scotland,25-49,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,South East,25-49,16-64,All,79.1,11.5,24300,30700,119
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,South West,25-49,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,Wales,25-49,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,West Midlands,25-49,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,Yorkshire and The Humber,25-49,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,All,25-49,16-64,Men,83.6,5.9,90700,108400,377
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,East Midlands,25-49,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,East of England,25-49,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,London,25-49,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,North East,25-49,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,North West,25-49,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,Scotland,25-49,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,South East,25-49,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,South West,25-49,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,Wales,25-49,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,West Midlands,25-49,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,Yorkshire and The Humber,25-49,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,All,25-49,16-64,Women,75.9,5.8,101600,133900,526
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,East Midlands,25-49,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,East of England,25-49,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,London,25-49,16-64,Women,75.6,10.8,38700,51100,153
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,North East,25-49,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,North West,25-49,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,Scotland,25-49,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,South East,25-49,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,South West,25-49,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,Wales,25-49,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,West Midlands,25-49,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,Yorkshire and The Humber,25-49,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,All,50-64,16-64,All,69.2,9.3,35000,50500,235
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,East Midlands,50-64,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,East of England,50-64,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,London,50-64,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,North East,50-64,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,North West,50-64,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,Scotland,50-64,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,South East,50-64,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,South West,50-64,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,Wales,50-64,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,West Midlands,50-64,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,Yorkshire and The Humber,50-64,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,All,50-64,16-64,Men,70.5,13.8,14800,21000,104
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,East Midlands,50-64,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,East of England,50-64,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,London,50-64,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,North East,50-64,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,North West,50-64,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,Scotland,50-64,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,South East,50-64,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,South West,50-64,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,Wales,50-64,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,West Midlands,50-64,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,Yorkshire and The Humber,50-64,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,All,50-64,16-64,Women,68.2,12.6,20200,29600,131
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,East Midlands,50-64,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,East of England,50-64,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,London,50-64,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,North East,50-64,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,North West,50-64,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,Scotland,50-64,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,South East,50-64,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,South West,50-64,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,Wales,50-64,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,West Midlands,50-64,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,Yorkshire and The Humber,50-64,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,All,All,16-64,All,64.5,3.6,298600,463200,1717
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,East Midlands,All,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,East of England,All,16-64,All,79.6,10.6,32400,40700,139
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,London,All,16-64,All,62.3,7.1,96400,154700,448
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,North East,All,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,North West,All,16-64,All,57.4,10.6,25200,44000,209
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,Scotland,All,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,South East,All,16-64,All,66.8,9.4,40700,60900,243
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,South West,All,16-64,All,69.3,12.8,20900,30200,125
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,Wales,All,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,West Midlands,All,16-64,All,54.9,12.9,22400,40800,143
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,Yorkshire and The Humber,All,16-64,All,59.3,13.8,21700,36600,121
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,All,All,16-64,Men,67.2,5.3,139500,207500,754
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,East Midlands,All,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,East of England,All,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,London,All,16-64,Men,64.4,11,41500,64400,183
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,North East,All,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,North West,All,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,Scotland,All,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,South East,All,16-64,Men,74.5,13.2,21000,28300,104
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,South West,All,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,Wales,All,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,West Midlands,All,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,Yorkshire and The Humber,All,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,All,All,16-64,Women,62.2,4.8,159100,255700,963
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,East Midlands,All,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,East of England,All,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,London,All,16-64,Women,60.8,9.3,54900,90300,265
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,North East,All,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,North West,All,16-64,Women,54.5,14.5,13200,24300,113
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,Scotland,All,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,South East,All,16-64,Women,60.1,12.9,19600,32600,139
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,South West,All,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,Wales,All,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,West Midlands,All,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Mixed,ONS 2011 5+1,2015,year,Yorkshire and The Humber,All,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Other,ONS 2011 5+1,2015,year,All,16-24,16-64,All,34,7.2,41000,120600,418
Employed,Percentage of individuals employed,Other,ONS 2011 5+1,2015,year,East Midlands,16-24,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Other,ONS 2011 5+1,2015,year,East of England,16-24,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Other,ONS 2011 5+1,2015,year,London,16-24,16-64,All,35.4,10.7,22300,63000,192
Employed,Percentage of individuals employed,Other,ONS 2011 5+1,2015,year,North East,16-24,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Other,ONS 2011 5+1,2015,year,North West,16-24,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Other,ONS 2011 5+1,2015,year,Scotland,16-24,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Other,ONS 2011 5+1,2015,year,South East,16-24,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Other,ONS 2011 5+1,2015,year,South West,16-24,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Other,ONS 2011 5+1,2015,year,Wales,16-24,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Other,ONS 2011 5+1,2015,year,West Midlands,16-24,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Other,ONS 2011 5+1,2015,year,Yorkshire and The Humber,16-24,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Other,ONS 2011 5+1,2015,year,All,16-24,16-64,Men,34,10,21400,63000,216
Employed,Percentage of individuals employed,Other,ONS 2011 5+1,2015,year,East Midlands,16-24,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Other,ONS 2011 5+1,2015,year,East of England,16-24,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Other,ONS 2011 5+1,2015,year,London,16-24,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Other,ONS 2011 5+1,2015,year,North East,16-24,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Other,ONS 2011 5+1,2015,year,North West,16-24,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Other,ONS 2011 5+1,2015,year,Scotland,16-24,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Other,ONS 2011 5+1,2015,year,South East,16-24,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Other,ONS 2011 5+1,2015,year,South West,16-24,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Other,ONS 2011 5+1,2015,year,Wales,16-24,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Other,ONS 2011 5+1,2015,year,West Midlands,16-24,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Other,ONS 2011 5+1,2015,year,Yorkshire and The Humber,16-24,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Other,ONS 2011 5+1,2015,year,All,16-24,16-64,Women,34.1,10.3,19600,57600,202
Employed,Percentage of individuals employed,Other,ONS 2011 5+1,2015,year,East Midlands,16-24,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Other,ONS 2011 5+1,2015,year,East of England,16-24,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Other,ONS 2011 5+1,2015,year,London,16-24,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Other,ONS 2011 5+1,2015,year,North East,16-24,16-64,Women,?,?,?,?,?
